Draft_Yr,Pk,Tm,Player,College,seasons,Field_Goal_Percentage ,3points_Field_Goal_Percentage ,Free_Throw_Percentage,Minutes_Played_Per_Game,Points_Per_Game ,Total_Rebounds_per_Game ,Assist_Per_Game ,WS,WS/48,BPM,VORP
1981,43,DAL,Elston Turner,University of Mississippi,8,0.432,0.152,0.714,17.8,4.7,2.7,1.8,8.5,0.045,-1.6,0.9
1981,44,WSB,Steve Lingenfelter,South Dakota State University,2,0.714,,0,6.7,1,1.6,0.5,0,0.009,-3.4,0
1981,49,NJN,David Burns,Saint Louis University,1,0.438,,0.6,9.7,2.6,0.6,1.7,-0.1,-0.071,-9.4,-0.2
1981,52,ATL,Rudy Macklin,Louisiana State University,3,0.449,0,0.776,17.2,6.4,2.9,0.8,3.2,0.056,-2.8,-0.6
1981,53,SEA,Mark Radford,Oregon State University,2,0.507,0.286,0.458,8.3,3.6,0.8,1.7,0.4,0.023,-3.4,-0.3
1981,54,SDC,Jim Smith,Ohio State University,2,0.514,,0.461,11.5,2.9,2.5,0.6,0.7,0.037,-1.9,0
1981,55,CLE,Mickey Dillard,Florida State University,1,0.367,0,0.652,6.7,2.2,0.5,1,-0.2,-0.051,-7.4,-0.3
1981,57,NYK,Frank Brickowski,Pennsylvania State University,12,0.519,0.324,0.74,22.3,10,4.7,1.9,29.8,0.088,-0.3,6.8
1981,61,POR,Petur Gudmundsson,University of Washington,4,0.494,0.5,0.754,13.7,4.6,3.8,1,2.1,0.05,-2.8,-0.4
1981,66,PHO,Craig Dykema,"California State University, Long Beach",1,0.459,0.5,0.778,3.2,1.3,0.4,0.5,0.2,0.095,-4.6,-0.1
1981,76,GSW,Lewis Lloyd,Drake University,7,0.524,0.213,0.771,24.2,13.2,3.1,2.9,19.8,0.101,0.3,5.5
1981,78,KCK,Kenny Dennard,Duke University,3,0.429,0.3,0.644,13.1,2.8,3,1,1.4,0.056,-0.4,0.5
1981,81,HOU,Larry Spriggs,Howard University,5,0.517,0,0.752,13,5.2,2.3,1.3,3.4,0.074,-1.3,0.4
1981,85,POR,Pete Verhoeven,"California State University, Fresno",6,0.505,0.25,0.689,11.4,3.5,2.3,0.5,5.2,0.078,-1.3,0.6
1981,86,NYK,Alex Bradley,Villanova University,1,0.524,0,0.604,8.5,3.5,1.7,0.3,0.4,0.053,-3.9,-0.2
1981,88,LAL,Kevin McKenna,Creighton University,6,0.414,0.367,0.819,14.2,5.4,1.3,1.4,4,0.056,-2.3,-0.2
1981,95,NJN,Joe Cooper,University of Colorado,3,0.506,,0.543,16.2,4.5,4,0.8,0.3,0.037,-2,0
1981,102,GSW,Hank McDowell,University of Memphis,6,0.451,0,0.71,9,2.9,2.3,0.5,2,0.052,-3.5,-0.7
1981,103,WSB,Garry Witts,College of the Holy Cross,1,0.583,0.5,0.825,10.7,2.9,1.3,0.8,1.1,0.104,-0.2,0.2
1981,130,CHI,Roger Burkman,University of Louisville,1,0,0,0.833,5,0.8,1,0.8,0.1,0.093,7.1,0.1
1981,150,KCK,Clinton Wheeler,William Paterson University,2,0.489,0,0.741,10,2.9,0.8,1.8,1.1,0.058,-2.6,-0.1
1981,165,UTA,Bobby Cattage,Auburn University,2,0.404,0.143,0.765,6.7,3.1,1.4,0.1,0.3,0.027,-8.5,-0.9
1981,211,DEN,Derrick Rowland,State University of New York at Potsdam,1,0.333,,0.5,4.5,1.5,0.5,0.5,0,0.048,-7.6,0
1982,1,LAL,James Worthy,University of North Carolina,12,0.521,0.241,0.769,32.4,17.6,5.1,3,81.2,0.13,1.8,28.5
1982,2,SDC,Terry Cummings,DePaul University,18,0.484,0.295,0.706,28.7,16.4,7.3,1.9,91.1,0.129,0.9,24.9
1982,3,UTA,Dominique Wilkins,University of Georgia,15,0.461,0.319,0.811,35.5,24.8,6.7,2.5,117.5,0.148,2.3,41.8
1982,4,DAL,Bill Garnett,University of Wyoming,4,0.49,0,0.72,17.5,5.5,4.3,1.3,10.8,0.099,0.1,2.7
1982,5,KCK,LaSalle Thompson,University of Texas at Austin,15,0.492,0.154,0.737,21.6,7.9,6.8,1.2,35,0.079,-0.5,8.3
1982,6,NYK,Trent Tucker,University of Minnesota,11,0.461,0.408,0.754,20.7,8.2,2,2,34.3,0.105,0.3,9
1982,7,CHI,Quintin Dailey,University of San Francisco,10,0.454,0.158,0.779,23,14.1,2.5,2.3,12.7,0.05,-2.9,-2.7
1982,8,IND,Clark Kellogg,Ohio State University,5,0.497,0.338,0.757,32.7,18.9,9.5,2.9,20.9,0.118,2.1,8.9
1982,9,DET,Cliff Levingston,Wichita State University,11,0.516,0.152,0.676,20.4,7.1,5.2,0.9,44.2,0.125,1.4,14.4
1982,10,ATL,Keith Edmonson,Purdue University,2,0.448,0,0.719,10.7,6,1.5,0.6,0.4,0.022,-4.6,-0.6
1982,11,POR,Fat Lever,Arizona State University,11,0.447,0.31,0.771,31.7,13.9,6,6.2,61.2,0.123,3.6,33.7
1982,12,CLE,John Bagley,Boston College,11,0.437,0.241,0.779,25.7,8.7,2.6,6,16.6,0.047,-1.9,0.3
1982,13,NJN,Sleepy Floyd,Georgetown University,13,0.444,0.324,0.815,27.6,12.8,2.6,5.4,50.6,0.092,-0.5,10.1
1982,14,GSW,Lester Conner,Oregon State University,12,0.453,0.202,0.753,21.8,6.3,2.7,3.9,28.6,0.092,0.8,10.5
1982,15,PHO,David Thirdkill,Bradley University,5,0.457,0.091,0.565,8.2,2.8,1.2,0.5,1.3,0.042,-4.6,-0.9
1982,16,HOU,Terry Teagle,Baylor University,11,0.465,0.21,0.792,21.1,11.6,2.6,1.4,13.4,0.044,-3.5,-5.6
1982,17,KCK,Brook Steppe,Georgia Institute of Technology,5,0.469,0.31,0.82,12,5.4,1.4,1.2,4.6,0.078,-2.9,-0.6
1982,18,DET,Ricky Pierce,Rice University,16,0.493,0.322,0.875,24.4,14.9,2.4,1.9,72.2,0.146,-0.1,11.5
1982,19,DEN,Rob Williams,University of Houston,2,0.439,0.274,0.789,22,8.6,2.2,5.4,2.1,0.03,-3.4,-1.2
1982,20,MIL,Paul Pressey,University of Tulsa,11,0.485,0.222,0.749,27.2,10.6,3.9,5.1,49,0.12,2.4,22
1982,21,NJN,Eddie Phillips,University of Alabama,1,0.406,0,0.678,8.7,3.2,1.6,0.6,0.1,0.011,-5.3,-0.4
1982,22,PHI,Mark McNamara,University of California,8,0.512,,0.548,9.7,3.5,3,0.3,2.8,0.049,-4.8,-1.9
1982,23,BOS,Darren Tillis,Cleveland State University,2,0.423,0,0.626,10.1,3.4,2.5,0.3,0.9,0.036,-4.7,-0.8
1982,24,SAS,Oliver Robinson,University of Alabama at Birmingham,1,0.361,0.091,0.667,4.2,2.9,0.5,0.6,0.1,0.018,-6.5,-0.2
1982,25,WSB,Bryan Warrick,Saint Joseph's University,4,0.443,0.208,0.747,14.1,4,1.3,2.6,1.6,0.033,-4.5,-1.5
1982,27,MIL,Fred Roberts,Brigham Young University,13,0.502,0.325,0.796,18,7.3,2.8,1.2,26.2,0.086,-1.6,1.7
1982,28,CLE,Dave Magley,University of Kansas,1,0.25,0,0.5,4,0.9,0.7,0.1,-0.1,-0.066,-8.9,-0.1
1982,29,NYK,Scott Hastings,University of Arkansas,11,0.441,0.292,0.811,10.4,2.8,2.2,0.5,9.8,0.079,-2.1,-0.1
1982,30,CHI,Wallace Bryant,University of San Francisco,3,0.407,,0.573,13.7,3.2,3.7,1.1,1.3,0.044,-1.9,0
1982,31,CHI,Rod Higgins,"California State University, Fresno",13,0.465,0.342,0.808,22.1,9,3.6,1.6,37.8,0.106,-0.1,8.3
1982,32,SDC,Richard Anderson,"University of California, Santa Barbara",6,0.412,0.333,0.762,14.7,5.6,3.5,1.5,7.6,0.061,-1.2,1.2
1982,33,POR,Linton Townes,James Madison University,3,0.44,0.36,0.75,9.1,4.3,1.1,0.5,0.6,0.057,-3.8,-0.2
1982,34,NYK,Vince Taylor,Duke University,1,0.363,,0.656,10.4,3.1,1.2,1.3,0.1,0.009,-2.5,0
1982,35,GSW,Derek Smith,University of Louisville,9,0.499,0.294,0.753,24.1,12.8,3.2,2.1,18.3,0.089,-0.7,3.2
1982,36,PHI,J.J. Anderson,Bradley University,3,0.465,0,0.558,12.5,4.8,2.8,0.7,2.7,0.065,-1.5,0.3
1982,37,POR,Audie Norris,Jackson State University,3,0.511,0,0.662,13.8,4.4,3.1,0.8,2.9,0.054,-2.3,-0.2
1982,38,GSW,Wayne Sappleton,Loyola University of Chicago,1,0.471,,0.412,9,2.9,2.3,0.2,0.1,0.012,-6.8,-0.4
1982,40,IND,Guy Morgan,Wake Forest University,1,0.292,,0.25,5.8,1.9,2.1,0.9,-0.1,-0.059,-5.3,0
1982,41,WSB,Dwight Anderson,University of Southern California,1,0.5,,0.7,6.6,4.2,0.4,0.6,0,0.001,-9,-0.1
1982,42,HOU,Jeff Taylor,Texas Tech University,2,0.412,0,0.696,14.6,3.2,1.5,2,-0.1,-0.008,-4,-0.4
1982,43,IND,Jose Slaughter,University of Portland,1,0.374,0.22,0.644,8.2,3.6,1.1,0.8,-0.1,-0.007,-3.9,-0.3
1982,44,WSB,Mike Gibson,University of South Carolina Upstate,2,0.387,,0.679,6.1,1.6,1.7,0.2,0.3,0.042,-4,-0.2
1982,45,PHI,Russ Schoene,University of Tennessee at Chattanooga,4,0.435,0.335,0.751,12.2,5.1,2.5,0.6,4.5,0.061,-3,-0.9
1982,47,CLE,Michael Wilson,Marquette University,3,0.438,0,0.75,10.6,3.4,1.1,1.4,0.3,0.038,-2.8,-0.1
1982,48,SDC,Craig Hodges,"California State University, Long Beach",10,0.461,0.4,0.828,21.7,8.5,1.3,2.5,27.2,0.087,-1.4,2.2
1982,50,DAL,Corny Thompson,University of Connecticut,1,0.314,,0.783,11.8,2.8,2.7,0.8,-0.1,-0.01,-5.1,-0.4
1982,51,KCK,Jim Johnstone,Wake Forest University,1,0.367,,0.45,8.3,1.3,2,0.5,-0.1,-0.02,-5.7,-0.2
1982,55,UTA,Jerry Eaves,University of Louisville,4,0.472,0.071,0.773,16,6.7,1.2,2.5,2.6,0.046,-4.8,-1.9
1982,56,ATL,Joe Kopicki,University of Detroit Mercy,3,0.493,0.273,0.812,10.1,3.7,2.7,0.7,3.5,0.142,-0.7,0.4
1982,60,GSW,Chris Engler,University of Wyoming,5,0.411,,0.677,7.2,1.8,2,0.2,0.6,0.02,-5.8,-1.4
1982,61,PHO,Charles Pittman,University of Maryland,4,0.546,0,0.711,14.1,4.5,3.1,0.9,4.2,0.062,-2,0
1982,63,HOU,Chuck Nevitt,North Carolina State University,9,0.438,,0.589,5.3,1.6,1.5,0.1,0.5,0.031,-4.4,-0.5
1982,65,SEA,John Greig,University of Oregon,1,0.538,,0.833,2.9,2.1,0.7,0,0.1,0.182,-9.5,0
1982,69,BOS,Perry Moss,Northeastern University,2,0.415,0.174,0.722,12.6,3.9,1.5,1.5,0.9,0.025,-2.6,-0.3
1982,72,UTA,Mark Eaton,"University of California, Los Angeles",11,0.458,0,0.649,28.8,6,7.9,1,44.8,0.085,1.5,22.4
1982,74,KCK,Mike Sanders,"University of California, Los Angeles",11,0.482,0.221,0.769,19.1,8,3,1.4,17.9,0.069,-1.9,0.3
1982,76,CHI,Chuck Aleksinas,University of Connecticut,1,0.478,0,0.733,15.1,5.1,3.6,0.5,0.4,0.019,-5.9,-1.1
1982,78,DET,Walker Russell,Western Michigan University,6,0.393,0.158,0.8,11.4,3,1.2,2.3,-0.7,-0.02,-6.1,-1.8
1982,82,NJN,Tony Brown,University of Arkansas,7,0.437,0.259,0.719,16.7,6,2.1,1.6,4.9,0.039,-2.2,-0.2
1982,86,PHO,Rory White,University of South Alabama,5,0.506,0.077,0.681,16.7,7.4,2.3,0.7,6.5,0.058,-2.9,-1.3
1982,138,BOS,John Schweitz,University of Richmond,2,0.333,0,0.7,5.3,2.6,1,0.8,-0.5,-0.207,-10.9,-0.3
1982,140,SDC,Eddie Hughes,Colorado State University,3,0.416,0.364,0.692,11.9,3.1,1,1.6,1.5,0.06,-2.4,-0.1
1982,166,KCK,Ed Nealy,Kansas State University,10,0.498,0.292,0.684,12.6,2.7,3.3,0.7,15.2,0.107,-0.3,3
1982,221,PHO,Dale Wilkinson,Idaho State University,1,0.25,0,0.857,3.8,1.2,0.3,0.2,-0.1,-0.124,-13.4,-0.1
1983,1,HOU,Ralph Sampson,University of Virginia,9,0.486,0.172,0.661,29.8,15.4,8.8,2.3,20.1,0.071,0,6.8
1983,2,IND,Steve Stipanovich,University of Missouri,5,0.484,0.179,0.796,31.2,13.2,7.8,2.3,30.4,0.116,1.1,9.9
1983,3,HOU,Rodney McCray,University of Louisville,10,0.503,0.26,0.761,32.4,11.7,6.6,3.6,56,0.108,1.6,23
1983,4,SDC,Byron Scott,Arizona State University,14,0.482,0.37,0.833,28.1,14.1,2.8,2.5,75.2,0.12,0.4,18.6
1983,5,CHI,Sidney Green,"University of Nevada, Las Vegas",10,0.454,0.037,0.738,19.5,7.5,6.1,0.9,17.4,0.063,-2.7,-2.5
1983,6,GSW,Russell Cross,Purdue University,1,0.571,,0.418,7.9,3.7,1.8,0.5,0.8,0.106,-1.8,0
1983,7,UTA,Thurl Bailey,North Carolina State University,12,0.473,0.114,0.812,26.8,12.8,5.1,1.4,45,0.087,-1.3,4.2
1983,8,DET,Antoine Carr,Wichita State University,16,0.503,0.13,0.78,20,9.3,3.4,1.1,42.1,0.102,-0.6,7
1983,9,DAL,Dale Ellis,University of Tennessee,17,0.479,0.403,0.784,28.8,15.7,3.5,1.4,84.7,0.117,0.3,20.5
1983,10,WSB,Jeff Malone,Mississippi State University,13,0.484,0.268,0.871,32.8,19,2.6,2.4,54.2,0.088,-2.1,-0.9
1983,11,DAL,Derek Harper,University of Illinois at Urbana-Champaign,16,0.463,0.354,0.745,31.5,13.3,2.4,5.5,86.8,0.11,1.2,30.2
1983,12,NYK,Darrell Walker,University of Arkansas,10,0.435,0.059,0.713,25.8,8.9,4.4,4.6,27.4,0.071,1,14.2
1983,13,KCK,Ennis Whatley,University of Alabama,10,0.468,0.097,0.755,18.5,5.6,1.8,4.6,9.6,0.065,-2.5,-0.8
1983,14,POR,Clyde Drexler,University of Houston,15,0.472,0.318,0.788,34.6,20.4,6.1,5.6,135.6,0.173,6,75.6
1983,15,DEN,Howard Carter,Louisiana State University,2,0.44,0.227,0.774,11.4,5.3,1.3,1.1,0,-0.002,-5.6,-0.7
1983,16,SEA,Jon Sundvold,University of Missouri,9,0.452,0.392,0.849,17.6,7.7,1.1,2.9,8.9,0.048,-4.8,-6.2
1983,17,PHI,Leo Rautins,Syracuse University,2,0.35,,0.6,6.5,1.5,1.1,1,-0.1,-0.03,-5.3,-0.2
1983,18,MIL,Randy Breuer,University of Minnesota,11,0.467,0,0.628,18.4,6.8,4.4,0.9,20.9,0.08,-1.2,2.5
1983,19,SAS,John Paxson,University of Notre Dame,11,0.499,0.355,0.804,22.4,7.2,1.2,3.6,36.3,0.101,-2.6,-2.7
1983,20,CLE,Roy Hinson,Rutgers University,8,0.499,0,0.741,30.7,14.2,6.8,1,30.2,0.093,-0.9,4.3
1983,21,BOS,Greg Kite,Brigham Young University,12,0.438,0.167,0.486,14.8,2.5,3.8,0.5,5.6,0.027,-3.1,-2.8
1983,22,WSB,Randy Wittman,Indiana University,9,0.501,0.321,0.753,21.4,7.4,1.4,2.2,17.2,0.071,-1.7,0.8
1983,23,IND,Mitchell Wiggins,Florida State University,6,0.46,0.192,0.755,20.8,10,3.2,1.6,15.2,0.09,-0.8,2.5
1983,24,CLE,Stewart Granger,Villanova University,3,0.414,0.235,0.742,12.5,4,1,2.2,-0.1,-0.005,-6,-1
1983,25,CHI,Sidney Lowe,North Carolina State University,4,0.367,0.133,0.764,17.7,2.9,1.7,3.9,3.9,0.055,-3.7,-1.4
1983,26,IND,Leroy Combs,Oklahoma State University,1,0.497,0,0.615,9.3,4.5,1.2,0.8,0.4,0.041,-3.3,-0.1
1983,27,CLE,John Garris,Boston College,1,0.51,,0.794,8.1,4,2.3,0.3,0.9,0.166,-0.6,0.1
1983,28,PHO,Rod Foster,"University of California, Los Angeles",3,0.44,0.298,0.768,16.6,7.5,1.2,2.3,2.2,0.031,-4.1,-1.8
1983,29,CHI,Larry Micheaux,University of Houston,2,0.567,0,0.61,9.3,3.4,2.7,0.5,2.5,0.134,0.9,0.7
1983,30,DAL,Mark West,Old Dominion University,17,0.58,0,0.568,18.5,5.7,4.9,0.4,41.9,0.1,-0.9,5.6
1983,31,ATL,Doc Rivers,Marquette University,13,0.444,0.328,0.784,27.3,10.9,3,5.7,68.2,0.139,3.1,30.3
1983,33,DAL,Dirk Minniefield,University of Kentucky,3,0.47,0.272,0.739,17.1,5.3,1.7,3.8,4.1,0.052,-2.6,-0.6
1983,34,WSB,Guy Williams,Washington State University,2,0.456,0.25,0.455,5.5,2.6,1.3,0.3,0.2,0.055,-3.1,0
1983,35,SAS,Darrell Lockhart,Auburn University,1,1,,,7,2,1.5,0,0,-0.048,-10.7,0
1983,36,SEA,Scooter McCray,University of Louisville,3,0.423,,0.611,11.6,2.9,2.5,1,0.4,0.023,-3.3,-0.3
1983,38,KCK,Chris McNealy,San Jose State University,3,0.456,,0.658,17.3,4.3,4.6,1,2.6,0.066,-0.7,0.6
1983,39,POR,Granville Waiters,Ohio State University,5,0.458,0,0.559,10.2,2.4,2.2,0.5,1.9,0.036,-3,-0.6
1983,40,IND,Jim Thomas,Indiana University,4,0.471,0.17,0.763,20.9,8.4,2.6,2.3,4.9,0.071,-1.6,0.3
1983,43,GSW,Pace Mannion,University of Utah,6,0.413,0.203,0.663,9.8,3.1,1.2,1.1,1.7,0.038,-2.9,-0.5
1983,46,SAS,Kevin Williams,St. John's University,5,0.435,0.077,0.805,11.3,4.9,1.4,1.2,2.6,0.042,-2.8,-0.6
1983,48,HOU,Craig Ehlo,Washington State University,14,0.453,0.369,0.689,24.1,8.6,3.6,2.8,41.2,0.094,1.2,16.8
1983,50,CLE,Paul Thompson,Tulane University,3,0.432,0.21,0.792,20.2,8.9,3.5,1.5,4.9,0.076,-0.4,1.2
1983,53,GSW,Mike Holton,"University of California, Los Angeles",6,0.441,0.257,0.807,18,6.2,1.4,3,4.8,0.039,-3.9,-2.8
1983,54,UTA,Bob Hansen,University of Iowa,9,0.468,0.323,0.662,19.3,6.9,2.2,1.6,15.4,0.066,-1.3,1.9
1983,57,WSB,Darren Daye,"University of California, Los Angeles",5,0.491,0.118,0.681,15.9,6.8,2.6,2,9.3,0.086,-0.8,1.6
1983,58,ATL,John Pinone,Villanova University,1,0.538,,0.6,9.3,2.9,1.4,0.4,0.1,0.04,-4.9,0
1983,59,NJN,Bruce Kuczenski,University of Connecticut,1,0.27,,0.667,7.9,1.9,1.5,0.5,-0.4,-0.152,-11.6,-0.3
1983,62,POR,Tom Piotrowski,La Salle University,1,0.462,,1,4.3,1.7,0.9,0.3,0.1,0.07,-4,0
1983,75,CHI,Ron Crevier,Boston College,1,0,,0,1.3,0,0.3,0,-0.1,-0.795,-37.4,0
1983,77,GSW,Peter Thibeaux,Saint Mary's College of California,2,0.453,0.286,0.626,10.7,5,1.5,0.5,0.1,0.005,-5.4,-0.9
1983,82,NYK,Mark Jones,St. Bonaventure University,1,0.5,0,0.5,2.7,1.2,0.3,0.8,0,0.07,-2.5,0
1983,90,SAS,Brant Weidner,College of William & Mary,1,0.222,,1,4.8,1,1.4,0,0,-0.014,-11.3,-0.1
1983,91,BOS,Carlos Clark,University of Mississippi,2,0.407,0,0.803,7.4,2.4,0.9,0.7,0.6,0.044,-2.8,-0.1
1983,97,SDC,Manute Bol,,10,0.407,0.21,0.561,18.7,2.6,4.2,0.3,12.3,0.051,-0.6,4.2
1983,101,DET,Ken Austin,Rice University,1,0.462,,,4,1.7,0.4,0.1,0,-0.046,-6.9,0
1983,102,DAL,Jim Lampley,University of Arkansas at Little Rock,1,0.333,,0.5,16,3,5,0,0,-0.003,-12.1,0
1983,139,PHI,Sedale Threatt,West Virginia University Institute of Technology,14,0.485,0.293,0.815,23.6,9.8,1.8,3.8,48,0.103,-0.8,6.8
1983,152,KCK,Dane Suttle,Pepperdine University,2,0.507,0,0.857,10.7,5.9,1.1,1,1,0.093,-2.2,0
1984,1,HOU,Hakeem Olajuwon,University of Houston,18,0.512,0.202,0.712,35.7,21.8,11.1,2.5,162.8,0.177,4.9,77.1
1984,2,POR,Sam Bowie,University of Kentucky,10,0.452,0.302,0.748,27.6,10.9,7.5,2.1,26.9,0.091,0,7.2
1984,3,CHI,Michael Jordan,University of North Carolina,15,0.497,0.327,0.835,38.3,30.1,6.2,5.3,214,0.25,8.1,104.4
1984,4,DAL,Sam Perkins,University of North Carolina,17,0.459,0.362,0.811,28.5,11.9,6,1.5,105.4,0.138,1.4,31.4
1984,5,PHI,Charles Barkley,Auburn University,16,0.541,0.266,0.735,36.7,22.1,11.7,3.9,177.2,0.216,7.4,93.5
1984,6,WSB,Melvin Turpin,University of Kentucky,5,0.516,0.111,0.777,19,8.5,4.6,0.5,13.7,0.096,-1.4,1
1984,7,SAS,Alvin Robertson,University of Arkansas,10,0.477,0.295,0.743,31.7,14,5.2,5,52.1,0.101,4,37.3
1984,8,LAC,Lancaster Gordon,University of Louisville,4,0.391,0.271,0.767,12.8,5.6,1.3,1.5,-2.7,-0.05,-5.8,-2.5
1984,9,KCK,Otis Thorpe,Providence College,17,0.546,0.047,0.687,31.7,14,8.2,2.2,106.4,0.128,1.2,32.2
1984,10,PHI,Leon Wood,"California State University, Fullerton",6,0.392,0.326,0.792,16.5,6.4,1.2,3.2,6.7,0.071,-3.3,-1.5
1984,11,ATL,Kevin Willis,Michigan State University,21,0.487,0.211,0.713,26.9,12.1,8.4,0.9,81.8,0.102,-1.8,2
1984,12,CLE,Tim McCormick,University of Michigan,8,0.535,0.063,0.703,21.5,8.3,4.9,1,21.5,0.099,-1.5,1.4
1984,13,PHO,Jay Humphries,University of Colorado,11,0.476,0.297,0.782,29.3,11.1,2.5,5.5,45,0.094,-0.2,10.6
1984,14,LAC,Michael Cage,San Diego State University,15,0.515,0,0.664,26.1,7.3,7.6,0.9,74.4,0.12,0.9,21.9
1984,15,DAL,Terence Stansbury,Temple University,3,0.444,0.224,0.779,15.5,6.3,1.4,2,2.4,0.038,-3.7,-1.3
1984,16,UTA,John Stockton,Gonzaga University,19,0.515,0.384,0.826,31.8,13.1,2.7,10.5,207.7,0.209,3.5,65.9
1984,17,NJN,Jeff Turner,Vanderbilt University,10,0.467,0.344,0.769,18.4,6,3.3,1,8.9,0.038,-3.4,-4.1
1984,18,IND,Vern Fleming,University of Georgia,12,0.498,0.181,0.764,27.7,11.3,3.4,4.8,52,0.101,0.3,14.3
1984,19,POR,Bernard Thompson,"California State University, Fresno",5,0.439,0,0.789,14.4,5.3,1.7,1.3,3.4,0.056,-2.6,-0.5
1984,20,DET,Tony Campbell,Ohio State University,11,0.456,0.254,0.79,22,11.6,3.1,1.5,20.7,0.065,-1.7,1.2
1984,21,MIL,Kenny Fields,"University of California, Los Angeles",4,0.474,0.188,0.733,14.6,6.2,2.5,1,4.2,0.074,-2.1,-0.1
1984,22,PHI,Tom Sewell,Lamar University,1,0.25,0,0.5,4.1,1,0.2,0.3,-0.4,-0.201,-13.1,-0.2
1984,23,LAL,Earl Jones,University of the District of Columbia,2,0.385,,0.75,3.6,0.9,0.7,0.3,-0.1,-0.09,-8.1,-0.1
1984,24,BOS,Michael Young,University of Houston,3,0.465,0.296,0.711,9.6,4.6,1.8,0.5,1.1,0.11,-1.4,0.1
1984,25,IND,Devin Durrant,Brigham Young University,2,0.414,0,0.689,12.8,5,2.1,1.3,-0.2,-0.012,-5.3,-0.7
1984,27,CLE,Ron Anderson,"California State University, Fresno",10,0.471,0.287,0.814,22.8,10.6,3.5,1.4,24.2,0.077,-1.7,1.1
1984,28,SEA,Cory Blackwell,University of Wisconsin,1,0.367,0,0.509,9.2,3.4,1.6,0.4,-0.9,-0.081,-8.4,-0.9
1984,29,IND,Stuart Gray,"University of California, Los Angeles",7,0.446,0,0.663,9,2.3,2.6,0.4,3.3,0.046,-4,-1.8
1984,30,GSW,Steve Burtt,Iona College,4,0.426,0.143,0.695,11.1,5.8,0.9,1.2,0,0,-6,-1.1
1984,31,GSW,Jay Murphy,Boston College,4,0.332,0,0.607,6.5,2.4,1.7,0.2,-0.5,-0.052,-10.2,-0.9
1984,33,POR,Steve Colter,New Mexico State University,8,0.448,0.289,0.778,18.2,6.3,2,2.8,17.3,0.087,-1.2,2
1984,35,GSW,Othell Wilson,University of Virginia,2,0.454,0.176,0.746,16.1,4.2,1.7,3.3,1.4,0.032,-3,-0.5
1984,36,PHO,Charles Jones,University of Louisville,4,0.493,0.111,0.611,15,5,3.8,1,4.5,0.072,-0.9,0.8
1984,37,CHI,Ben Coleman,University of Maryland,5,0.516,0,0.759,15.9,6.6,4.1,0.6,5,0.067,-3.2,-1.1
1984,38,DAL,Charlie Sitton,Oregon State University,1,0.415,0,0.52,7.1,2.1,1.4,0.6,0.1,0.008,-4.2,-0.2
1984,39,SEA,Danny Young,Wake Forest University,10,0.437,0.327,0.835,16.6,4.6,1.2,2.9,20.2,0.101,-1.3,1.7
1984,41,DAL,Tom Sluby,University of Notre Dame,1,0.517,0,0.619,4.9,2.4,0.4,0.5,0.2,0.052,-5.1,-0.1
1984,42,DEN,Willie White,University of Tennessee at Chattanooga,2,0.432,0.313,0.741,7,3.7,1,1,0.3,0.028,-4.1,-0.3
1984,45,GSW,Gary Plummer,Boston University,2,0.43,0.143,0.717,11.4,4.2,2.4,0.5,0.2,0.006,-6.1,-1.5
1984,46,POR,Jerome Kersey,Longwood University,17,0.465,0.201,0.69,24.4,10.3,5.5,1.9,69.5,0.119,1.8,26.6
1984,50,CLE,Ben McDonald,"University of California, Irvine",4,0.468,0.227,0.727,21,6,3.2,1.3,2.5,0.033,-2.8,-0.8
1984,51,HOU,Jim Petersen,University of Minnesota,8,0.486,0.071,0.725,20,6.9,4.8,1,13.8,0.067,-1.8,0.4
1984,57,SAS,Joe Binion,North Carolina Agricultural and Technical State University,1,0.4,,0.6,4.6,1.3,1.6,0.1,0.1,0.092,-3.8,0
1984,61,DAL,Jeff Cross,University of Maine,1,0.25,,0.56,6.1,1.2,1.4,0,-0.1,-0.038,-10.1,-0.3
1984,62,UTA,David Pope,Norfolk State University,2,0.356,0.5,0.529,6.2,1.9,0.9,0.3,-0.1,-0.026,-6.8,-0.2
1984,68,PHI,Butch Graves,Yale University,1,0.333,0,0.2,2.8,1.3,0.5,0.3,-0.1,-0.243,-10.4,0
1984,70,BOS,Rick Carlisle,University of Virginia,5,0.422,0.229,0.775,7.8,2.2,0.8,1.1,0.5,0.015,-5.2,-1.2
1984,71,IND,Ralph Jackson,"University of California, Los Angeles",1,0.333,,,12,2,1,4,0,0.069,-0.9,0
1984,76,WSB,Jim Grandholm,University of South Florida,1,0.517,0.529,0.476,6.5,3,1.9,0.3,0.4,0.123,-0.9,0
1984,80,KCK,Carl Henry,University of Kansas,1,0.463,0.4,0.706,5.3,2.8,0.7,0.1,0.2,0.049,-5.8,-0.1
1984,86,UTA,Jim Rowinski,Purdue University,2,0.417,,0.844,5.5,2.5,1.5,0.2,0.3,0.113,-4.6,-0.1
1984,87,NYK,Bob Thornton,"University of California, Irvine",8,0.444,0.222,0.558,12,3,2.5,0.3,1.3,0.018,-4.8,-2.4
1984,90,SAS,Ozell Jones,"California State University, Fullerton",2,0.582,0,0.398,12.9,3.5,3.4,0.8,1.2,0.066,-0.3,0.4
1984,120,MIL,McKinley Singleton,University of Alabama at Birmingham,1,0.667,0,,5,2,0,0.5,0,0.131,-7.3,0
