Draft_Yr,Pk,Tm,Player,College,seasons,Field_Goal_Percentage ,3points_Field_Goal_Percentage ,Free_Throw_Percentage,Minutes_Played_Per_Game,Points_Per_Game ,Total_Rebounds_per_Game ,Assist_Per_Game ,WS,WS/48,BPM,VORP
1993,24,HOU,Sam Cassell,Florida State University,15,0.454,0.331,0.861,30,15.7,3.2,6,87.5,0.141,1.4,25.4
1993,25,CHI,Corie Blount,University of Cincinnati,11,0.471,0.115,0.587,15.4,3.6,4.2,0.7,18.2,0.088,-1,2.4
1993,26,ORL,Geert Hammink,Louisiana State University,3,0.4,,0.667,3.4,1.8,0.9,0.3,0.1,0.089,-8.4,0
1993,27,PHO,Malcolm Mackey,Georgia Institute of Technology,1,0.378,0,0.5,3.1,1.5,1.1,0,0.1,0.036,-10.7,-0.2
1993,28,DAL,Lucious Harris,"California State University, Long Beach",12,0.426,0.348,0.79,19.6,7.2,2.3,1.4,28.7,0.088,-1.9,0.5
1993,30,WSB,Gheorghe Muresan,,6,0.573,0,0.644,21.9,9.8,6.4,0.5,19,0.136,-0.5,2.5
1993,31,SAC,Evers Burns,University of Maryland,1,0.4,,0.522,6.2,2.4,1.3,0.4,0.1,0.02,-4.8,-0.1
1993,32,PHI,Alphonso Ford,Mississippi Valley State University,2,0.308,0.1,0.5,10.4,3.2,1.8,0.9,-0.4,-0.153,-9.9,-0.2
1993,33,DAL,Eric Riley,University of Michigan,5,0.456,0,0.704,9.9,3.1,2.6,0.3,2.5,0.066,-3,-0.5
1993,34,GSW,Darnell Mee,Western Kentucky University,2,0.312,0.222,0.444,7.3,1.9,0.9,0.5,-0.1,-0.02,-3.6,-0.1
1993,35,MIA,Ed Stokes,University of Arizona,1,0.333,,0.5,4.3,0.8,1,0.3,0,-0.077,-5.4,0
1993,37,LAL,Nick Van Exel,University of Cincinnati,13,0.405,0.357,0.794,32.9,14.4,2.9,6.6,55.9,0.093,-0.4,11.4
1993,40,ATL,Rich Manning,University of Washington,2,0.415,0.4,0.643,9.3,3.3,1.7,0.2,-0.3,-0.028,-10,-1
1993,42,SEA,Adonis Jordan,University of Kansas,2,0.296,0.25,0.5,9.7,2.1,0.6,2.2,0,-0.015,-7.7,-0.1
1993,43,DEN,Josh Grant,University of Utah,1,0.404,0.279,0.759,7.2,3,1.7,0.5,0.5,0.06,-2.8,-0.1
1993,45,UTA,Bryon Russell,"California State University, Long Beach",13,0.431,0.369,0.75,23.5,7.9,3.5,1.3,47.4,0.115,1.7,18.5
1993,46,HOU,Richard Petruska,"University of California, Los Angeles",1,0.435,0.467,0.75,4.2,2.4,1.4,0,0,-0.014,-10.8,-0.2
1993,47,SAS,Chris Whitney,Clemson University,11,0.395,0.361,0.875,17.4,6.5,1.4,2.8,21.2,0.101,-1.2,2
1993,48,POR,Kevin Thompson,North Carolina State University,1,0.429,0,0.5,4.1,0.9,0.9,0.2,0,-0.016,-5.6,-0.1
1993,52,SAC,Mike Peplowski,Michigan State University,3,0.556,0,0.531,10.4,2.9,2.6,0.4,1,0.067,-2.9,-0.2
1994,1,MIL,Glenn Robinson,Purdue University,11,0.459,0.34,0.82,36.8,20.7,6.1,2.7,39.8,0.075,-0.4,10.3
1994,2,DAL,Jason Kidd,University of California,19,0.4,0.349,0.785,36,12.6,6.3,8.7,138.6,0.133,4.2,78.2
1994,3,DET,Grant Hill,Duke University,18,0.483,0.314,0.769,33.9,16.7,6,4.1,99.9,0.138,2.8,42.5
1994,4,MIN,Donyell Marshall,University of Connecticut,15,0.435,0.35,0.731,26.2,11.2,6.7,1.4,59,0.113,1,19.1
1994,5,WSB,Juwan Howard,University of Michigan,19,0.469,0.12,0.764,30.3,13.4,6.1,2.2,59.4,0.078,-0.9,10.1
1994,6,PHI,Sharone Wright,Clemson University,4,0.456,0.083,0.618,22.3,9.7,5,0.6,1.4,0.015,-5.6,-4.1
1994,7,LAC,Lamond Murray,University of California,11,0.43,0.36,0.759,25.1,11.3,4.1,1.3,19.8,0.052,-1.7,1.4
1994,8,SAC,Brian Grant,Xavier University,12,0.49,0.214,0.746,28.3,10.5,7.4,1.2,54.5,0.122,-0.1,10.4
1994,9,BOS,Eric Montross,University of North Carolina,8,0.49,0,0.478,18.2,4.5,4.6,0.4,8.5,0.048,-3.4,-3
1994,10,LAL,Eddie Jones,Temple University,14,0.437,0.373,0.809,34.4,14.8,4,2.9,100.6,0.147,3.5,45.1
1994,11,SEA,Carlos Rogers,Tennessee State University,8,0.536,0.258,0.562,19,7.4,4.3,0.6,11.1,0.095,-1.8,0.2
1994,12,MIA,Khalid Reeves,University of Arizona,6,0.416,0.363,0.744,21.1,7.8,2.1,3.2,8.4,0.069,-1.6,0.6
1994,13,DEN,Jalen Rose,University of Michigan,13,0.443,0.355,0.801,30.3,14.3,3.5,3.8,47.2,0.081,-0.3,11.9
1994,14,NJN,Yinka Dare,George Washington University,4,0.396,,0.57,9.1,2.1,2.6,0,-0.7,-0.033,-9.8,-2
1994,15,IND,Eric Piatkowski,University of Nebraska,14,0.434,0.399,0.839,18.5,7.5,2.2,1,31,0.102,-0.5,5.5
1994,16,GSW,Clifford Rozier,University of Louisville,4,0.496,0.182,0.465,17.2,4.8,5.2,0.6,3.9,0.063,-2.1,-0.1
1994,17,POR,Aaron McKie,Temple University,13,0.438,0.35,0.779,24.2,7.4,3.3,2.7,40,0.1,0.7,12.9
1994,18,MIL,Eric Mobley,University of Pittsburgh,3,0.541,0.75,0.475,13.9,3.9,3.1,0.5,1.1,0.034,-4,-0.8
1994,19,DAL,Tony Dumas,University of Missouri-Kansas City,4,0.404,0.327,0.608,14.2,7.3,1.3,1.2,1.3,0.027,-4.8,-1.6
1994,20,PHI,B.J. Tyler,University of Texas at Austin,1,0.381,0.314,0.7,14.7,3.5,1.1,3.2,-0.7,-0.039,-7.2,-1.1
1994,21,CHI,Dickey Simpkins,Providence College,7,0.44,0.222,0.618,15.9,4.2,3.6,0.9,4.7,0.044,-3.8,-2.3
1994,22,SAS,Bill Curley,Boston College,5,0.444,0.222,0.743,11,2.7,2,0.4,1.6,0.047,-3.6,-0.6
1994,23,PHO,Wesley Person,Auburn University,11,0.457,0.418,0.778,28.3,11.2,3.3,1.7,44,0.102,0.6,13.8
1994,24,NYK,Monty Williams,University of Notre Dame,9,0.481,0.111,0.665,16.7,6.3,2.8,1.2,11.4,0.072,-1.8,0.5
1994,25,LAC,Greg Minor,University of Louisville,5,0.478,0.226,0.767,18.6,6.9,2.7,1.4,8.2,0.077,-2.2,-0.3
1994,26,NYK,Charlie Ward,Florida State University,11,0.408,0.364,0.771,22.3,6.3,2.6,4,33,0.113,1.8,13.3
1994,27,ORL,Brooks Thompson,Oklahoma State University,4,0.409,0.376,0.647,10.2,4.5,0.9,1.7,2,0.057,-1.7,0.1
1994,29,PHO,Antonio Lang,Duke University,6,0.455,0,0.719,9.8,2.3,1.5,0.3,1.7,0.057,-2.8,-0.3
1994,30,MIN,Howard Eisley,Boston College,12,0.407,0.35,0.827,20.4,6.5,1.7,3.5,19.5,0.058,-2.2,-1
1994,32,WSB,Jim McIlvaine,Marquette University,7,0.446,0.1,0.551,14.8,2.7,3.1,0.3,9.4,0.076,-0.1,2.8
1994,33,PHI,Derrick Alston,Duquesne University,3,0.489,0.143,0.487,19.1,5.4,3.8,0.7,2.6,0.047,-2.1,-0.1
1994,34,ATL,Gaylon Nickerson,Northwestern Oklahoma State University,1,0.333,0,1,10.5,3.8,1.3,0.3,0.1,0.076,-7,-0.1
1994,35,SAC,Michael Smith,Providence College,7,0.538,0.143,0.529,23.5,5.6,7.1,1.5,23.4,0.107,1.3,8.7
1994,37,SEA,Dontonio Wingfield,University of Cincinnati,4,0.389,0.309,0.721,10.1,3.7,2.4,0.7,1.8,0.074,-1.4,0.2
1994,38,CHH,Darrin Hancock,University of Kansas,3,0.53,0.333,0.579,10.5,3.5,1.3,0.7,1.1,0.038,-3.4,-0.5
1994,39,GSW,Anthony Miller,Michigan State University,8,0.51,0.25,0.576,9,2.8,2.7,0.4,3.8,0.11,-2.4,-0.2
1994,40,MIA,Jeff Webster,University of Oklahoma,1,0.348,0.333,,5.3,1.6,0.6,0.3,0,-0.03,-5.8,-0.1
1994,43,POR,Shawnelle Scott,St. John's University,4,0.464,,0.465,6,1.8,2.2,0.2,1.3,0.101,-3.1,-0.2
1994,45,GSW,Dwayne Morton,University of Louisville,1,0.388,0.36,0.682,9.6,4.1,1.4,0.4,0.2,0.025,-5.1,-0.3
1994,46,MIL,Voshon Lenard,University of Minnesota,11,0.415,0.384,0.787,27.2,11.9,2.8,2.1,29.6,0.093,-0.3,6.7
1994,47,UTA,Jamie Watson,University of South Carolina,4,0.468,0.316,0.694,12.2,3.2,1.5,1.1,1.2,0.045,-1,0.3
1994,50,PHO,Charles Claxton,University of Georgia,1,0.5,,0,2.3,0.7,0.7,0,0,-0.179,-11.1,0
1994,51,SAC,Lawrence Funderburke,Ohio State University,7,0.506,0.118,0.675,14.9,6.4,3.6,0.6,12.9,0.131,-2.2,-0.2
1994,52,PHO,Anthony Goldwire,University of Houston,8,0.407,0.386,0.792,18.6,6.3,1.3,2.8,6.4,0.062,-3.3,-1.6
1994,54,SEA,Zeljko Rebraca,,5,0.527,,0.792,15.3,5.9,3.2,0.4,8.3,0.121,-2.5,-0.4
1995,1,GSW,Joe Smith,University of Maryland,16,0.455,0.238,0.79,26.2,10.9,6.4,1,60.3,0.107,-1.1,5.9
1995,2,LAC,Antonio McDyess,University of Alabama,15,0.497,0.117,0.67,27.6,12,7.5,1.3,69.8,0.119,0.3,16.4
1995,3,PHI,Jerry Stackhouse,University of North Carolina,18,0.409,0.309,0.822,31.2,16.9,3.2,3.3,52.4,0.083,-0.3,12.8
1995,4,WSB,Rasheed Wallace,University of North Carolina,16,0.467,0.336,0.721,32.7,14.4,6.7,1.8,105.1,0.139,2.1,37.5
1995,5,MIN,Kevin Garnett,,21,0.497,0.275,0.789,34.5,17.8,10,3.7,191.4,0.182,5.4,94
1995,6,VAN,Bryant Reeves,Oklahoma State University,6,0.475,0.074,0.703,30.6,12.5,6.9,1.6,13,0.052,-2.6,-1.8
1995,7,TOR,Damon Stoudamire,University of Arizona,13,0.406,0.357,0.833,33.2,13.4,3.5,6.1,55.4,0.091,0.1,15.4
1995,8,POR,Shawn Respert,Michigan State University,4,0.414,0.34,0.816,13.7,4.9,1.3,1,2.1,0.043,-3.6,-0.9
1995,9,NJN,Ed O'Bannon,"University of California, Los Angeles",2,0.367,0.222,0.755,16.1,5,2.5,0.8,1.1,0.025,-3.8,-1
1995,10,MIA,Kurt Thomas,Texas Christian University,18,0.486,0.281,0.76,24.5,8.1,6.6,1.1,64.2,0.114,-0.1,13.2
1995,11,MIL,Gary Trent,Ohio University,9,0.501,0.08,0.643,19.5,8.6,4.5,1,23.2,0.113,-1.3,1.7
1995,12,DAL,Cherokee Parks,Duke University,9,0.47,0.211,0.63,15.8,4.4,3.6,0.6,11.8,0.076,-2,-0.1
1995,13,SAC,Corliss Williamson,University of Arkansas,12,0.49,0.136,0.714,22.8,11.1,3.9,1.2,34.7,0.089,-2.4,-1.9
1995,14,BOS,Eric Williams,Providence College,12,0.415,0.318,0.736,23.9,8.6,3.3,1.4,23.2,0.071,-2.4,-1.8
1995,15,DEN,Brent Barry,Oregon State University,14,0.46,0.405,0.823,25.9,9.3,3,3.2,70.5,0.143,2.6,27.2
1995,16,ATL,Alan Henderson,Indiana University,12,0.469,0.192,0.639,21.1,7.8,5,0.6,28,0.097,-1.7,1.1
1995,17,CLE,Bob Sura,Florida State University,10,0.414,0.325,0.689,23.7,8.6,3.4,3.8,28.3,0.087,0.3,9.2
1995,18,DET,Theo Ratliff,University of Wyoming,16,0.496,0,0.71,25.3,7.2,5.7,0.6,47.9,0.112,0.9,15.1
1995,19,DET,Randolph Childress,Wake Forest University,2,0.328,0.273,0.8,7.9,2.4,0.5,1,-0.2,-0.026,-6.4,-0.4
1995,20,CHI,Jason Caffey,University of Alabama,8,0.481,0,0.637,19.6,7.3,4.4,0.9,13.5,0.072,-2.7,-1.6
1995,21,PHO,Michael Finley,University of Wisconsin,15,0.444,0.375,0.811,34.4,15.7,4.4,2.9,85.2,0.108,1,29.2
1995,22,CHH,George Zidek,"University of California, Los Angeles",3,0.408,0.25,0.783,9.8,3.4,2.1,0.2,0.8,0.029,-7.5,-1.9
1995,23,IND,Travis Best,Georgia Institute of Technology,10,0.431,0.345,0.835,21.4,7.6,1.8,3.5,30.9,0.098,-0.9,4
1995,24,DAL,Loren Meyer,Iowa State University,3,0.432,0.348,0.696,14.6,4.6,3.4,0.6,0.5,0.012,-6.2,-2.2
1995,25,ORL,David Vaughn,University of Memphis,4,0.423,0,0.638,9.8,2.9,3.1,0.3,0.6,0.026,-5.5,-1
1995,26,SEA,Sherell Ford,University of Illinois at Chicago,1,0.375,0.16,0.765,5,3.2,0.9,0.2,0.4,0.124,-4.9,-0.1
1995,27,PHO,Mario Bennett,Arizona State University,4,0.534,0.333,0.511,8.9,4,2.7,0.4,1.9,0.153,0.3,0.3
1995,28,UTA,Greg Ostertag,University of Kansas,11,0.486,0.1,0.569,19.5,4.6,5.5,0.6,33.8,0.11,0.7,10
1995,29,SAS,Cory Alexander,University of Virginia,7,0.389,0.354,0.756,15.8,5.5,1.6,2.7,3,0.03,-2.2,-0.2
1995,30,DET,Lou Roe,University of Massachusetts Amherst,2,0.333,0.25,0.647,7.3,2,1.4,0.3,0,-0.001,-5.7,-0.5
1995,31,CHI,Dragan Tarlac,,1,0.394,,0.758,13.9,2.4,2.8,0.7,-0.2,-0.016,-6.3,-0.7
1995,32,WSB,Terrence Rencher,University of Texas at Austin,1,0.33,0.31,0.674,11.3,2.9,1.2,1.5,-0.2,-0.021,-5.5,-0.4
1995,33,BOS,Junior Burrough,University of Virginia,1,0.376,,0.656,8.1,3.1,1.8,0.2,-0.2,-0.018,-7.9,-0.7
1995,34,GSW,Andrew DeClercq,University of Florida,10,0.507,0,0.621,16.8,4.8,4.2,0.6,19.3,0.094,-1,2.4
1995,35,TOR,Jimmy King,University of Michigan,2,0.429,0.147,0.691,13.9,4.5,1.8,1.4,0,0.001,-5.5,-0.8
1995,36,VAN,Lawrence Moten,Syracuse University,3,0.408,0.299,0.652,15.2,6.3,1.5,1.5,0,0.001,-3.7,-0.8
1995,37,LAL,Frankie King,Western Carolina University,2,0.357,0.333,0.75,6.1,2.1,1.2,0.5,0,0.025,-4.2,0
1995,39,CLE,Donny Marshall,University of Connecticut,5,0.321,0.336,0.681,7.7,2.5,1,0.3,0.9,0.045,-4.7,-0.6
1995,40,GSW,Dwayne Whitfield,Jackson State University,1,0.433,,0.636,15.3,5,3.1,0.3,0,0.01,-8.5,-0.2
1995,42,ATL,Donnie Boyce,University of Colorado,2,0.349,0.25,0.5,6.5,2.6,0.8,0.5,-0.3,-0.064,-5.6,-0.2
1995,43,MIL,Eric Snow,Michigan State University,13,0.424,0.208,0.763,27.3,6.8,2.5,5,43.4,0.09,-1.3,4.3
1995,47,SAC,Tyus Edney,"University of California, Los Angeles",4,0.405,0.322,0.806,21,7.6,1.7,4,6.8,0.068,-2.7,-0.9
1995,48,MIN,Mark Davis,Texas Tech University,5,0.442,0.246,0.655,16,5.5,3,1.3,2.3,0.03,-1.7,0.3
1995,49,MIN,Jerome Allen,University of Pennsylvania,2,0.35,0.317,0.63,11.2,2.9,1.1,1.7,0.2,0.006,-4.2,-0.7
1995,50,GSW,Martin Lewis,Seward County Community College,2,0.473,0.3,0.593,9.6,3.6,1.4,0.3,0.1,0.026,-5.8,-0.2
1995,52,IND,Fred Hoiberg,Iowa State University,10,0.431,0.396,0.854,18.4,5.4,2.7,1.6,27.6,0.133,0.7,6.9
1995,55,GSW,Michael McDonald,University of New Orleans,1,,,,4,0,1,0,-0.1,-0.638,-23.4,0
1995,56,PHO,Chris Carr,Southern Illinois University,6,0.416,0.338,0.807,15.2,6.7,2.2,1,3.9,0.042,-4.1,-2.4
1995,57,ATL,Cuonzo Martin,Purdue University,2,0.25,0.6,0,4.6,1.3,0.4,0.4,-0.1,-0.151,-8.6,-0.1
1995,58,DET,Don Reid,Georgetown University,8,0.53,0,0.658,13.3,3.6,2.9,0.4,13.7,0.123,-0.2,2.4
1996,1,PHI,Allen Iverson,Georgetown University,14,0.425,0.313,0.78,41.1,26.7,3.7,6.2,99,0.126,2.7,44.1
1996,2,TOR,Marcus Camby,University of Massachusetts Amherst,17,0.466,0.205,0.67,29.5,9.5,9.8,1.9,81.6,0.137,2.9,35.6
1996,3,VAN,Shareef Abdur-Rahim,University of California,12,0.472,0.297,0.81,34.8,18.1,7.5,2.5,71.2,0.118,0.9,21.1
1996,4,MIL,Stephon Marbury,Georgia Institute of Technology,13,0.433,0.325,0.784,37.7,19.3,3,7.6,77.5,0.117,1.2,25.6
1996,5,MIN,Ray Allen,University of Connecticut,18,0.452,0.4,0.894,35.6,18.9,4.1,3.4,145.1,0.15,3,58.1
1996,6,BOS,Antoine Walker,University of Kentucky,12,0.414,0.325,0.633,35.3,17.5,7.7,3.5,38.1,0.058,0.8,21.9
1996,7,LAC,Lorenzen Wright,University of Memphis,13,0.459,0.069,0.645,23.8,8,6.4,0.8,30.5,0.079,-2,0
1996,8,NJN,Kerry Kittles,Villanova University,8,0.439,0.378,0.78,33.4,14.1,3.9,2.6,44.8,0.127,1.9,16.9
1996,9,DAL,Samaki Walker,University of Louisville,10,0.462,0.111,0.63,17.1,5.3,4.7,0.6,14.2,0.089,-3,-1.8
1996,10,IND,Erick Dampier,Mississippi State University,16,0.498,0.125,0.626,24.3,7.4,7.1,0.8,52.7,0.105,0.2,13.1
1996,11,GSW,Todd Fuller,North Carolina State University,5,0.422,0,0.668,11.1,3.7,3,0.2,2.2,0.041,-7.1,-3.2
1996,12,CLE,Vitaly Potapenko,Wright State University,11,0.479,0.167,0.694,19,6.5,4.5,0.7,15.5,0.064,-3.5,-4.4
1996,13,CHH,Kobe Bryant,,20,0.447,0.329,0.837,36.1,25,5.2,4.7,172.7,0.17,3.9,72.1
1996,14,SAC,Peja Stojakovic,,13,0.45,0.401,0.895,33.5,17,4.7,1.8,82.6,0.147,1.5,23.9
1996,15,PHO,Steve Nash,Santa Clara University,18,0.49,0.428,0.904,31.3,14.3,3,8.5,129.7,0.164,1.3,31.2
1996,16,CHH,Tony Delk,University of Kentucky,10,0.408,0.343,0.769,21.5,9.1,2.5,1.9,19.5,0.08,-1.3,2.1
1996,17,POR,Jermaine O'Neal,,18,0.467,0.147,0.715,27.1,13.2,7.2,1.4,66,0.116,0,13.9
1996,18,NYK,John Wallace,Syracuse University,7,0.462,0.3,0.74,16.1,7.6,2.8,0.7,6.4,0.05,-4.5,-3.8
1996,19,NYK,Walter McCarty,University of Kentucky,10,0.392,0.346,0.698,17.5,5.2,2.6,1.1,13.7,0.064,-1.4,1.7
1996,20,CLE,Zydrunas Ilgauskas,,13,0.476,0.31,0.78,27.2,13,7.3,1.1,66.3,0.139,0.3,13
1996,21,NYK,Dontae' Jones,Mississippi State University,1,0.333,0.261,,6.1,2.9,0.6,0.3,-0.3,-0.175,-11.8,-0.2
1996,22,VAN,Roy Rogers,University of Alabama,3,0.483,0.5,0.532,16.9,4.8,3.5,0.4,1.7,0.035,-3.3,-0.7
1996,23,DEN,Efthimi Rentzias,,1,0.339,0.5,0.889,4.1,1.5,0.7,0.2,0.2,0.058,-4.7,-0.1
1996,24,LAL,Derek Fisher,University of Arkansas at Little Rock,18,0.399,0.374,0.817,25.4,8.3,2.1,3,62.3,0.091,-0.9,9.3
1996,25,UTA,Martin Muursepp,,2,0.425,0.323,0.693,11.5,4.7,2.2,0.6,2,0.1,-1.2,0.2
1996,26,DET,Jerome Williams,Georgetown University,9,0.502,0.038,0.645,21.7,6.6,6.4,0.8,37.9,0.143,0.8,9
1996,27,ORL,Brian Evans,Indiana University,3,0.381,0.343,0.82,10.8,3.7,1.6,0.8,1.7,0.076,-2.2,-0.1
1996,28,ATL,Priest Lauderdale,Central State University,2,0.472,0,0.554,7.1,3.4,1.9,0.4,-0.8,-0.074,-8,-0.8
1996,29,CHI,Travis Knight,University of Connecticut,7,0.438,0.259,0.696,12.3,3.4,3.1,0.6,7.9,0.083,-1.3,0.8
1996,30,HOU,Othella Harrington,Georgetown University,12,0.505,0,0.738,19.6,7.4,4.4,0.6,23.1,0.08,-3.1,-4
1996,31,PHI,Mark Hendrickson,Washington State University,4,0.416,0.167,0.803,13.2,3.3,2.8,0.6,2.1,0.067,-4.1,-0.8
1996,33,MIL,Moochie Norris,University of West Florida,9,0.401,0.286,0.74,17.2,5.1,2,2.8,10,0.063,-2.1,-0.1
1996,37,DEN,Jeff McInnis,University of North Carolina,11,0.431,0.328,0.796,27.7,9.4,2,4.4,23.1,0.07,-2.6,-2.5
1996,38,BOS,Steve Hamer,University of Tennessee,1,0.526,0,0.552,7.7,2.2,1.7,0.2,0.2,0.031,-7.5,-0.4
1996,41,SAC,Jason Sasser,Texas Tech University,2,0.412,0.333,0.5,7.7,2.1,1.1,0.3,0,-0.014,-7,-0.1
1996,42,HOU,Randy Livingston,Louisiana State University,11,0.406,0.351,0.771,13.2,3.8,1.4,2,2.3,0.041,-3.7,-1.2
1996,43,PHO,Ben Davis,University of Arizona,4,0.356,,0.462,3.9,1.4,1.3,0.1,0.1,0.04,-6,-0.2
1996,44,CHH,Malik Rose,Drexel University,13,0.437,0.177,0.743,16.5,6.2,4.1,0.8,26.5,0.095,-1.4,2
1996,46,POR,Marcus Brown,Murray State University,2,0.381,0.333,0.714,8.5,3.4,0.8,0.9,0.3,0.066,-3.2,-0.1
1996,48,PHI,Jamie Feick,Michigan State University,5,0.424,0.4,0.629,21.5,4.5,7.1,0.7,8.2,0.091,-1.7,0.4
1996,49,ORL,Amal McCaskill,Marquette University,4,0.377,0,0.609,8.5,1.8,1.9,0.3,0.5,0.024,-4.4,-0.6
1996,51,VAN,Chris Robinson,Western Kentucky University,2,0.376,0.374,0.571,14.4,4.6,1.5,1.4,-0.1,-0.003,-4.1,-0.6
1996,52,IND,Mark Pope,University of Kentucky,6,0.401,0.179,0.573,10.7,1.9,1.7,0.4,1.3,0.038,-3.2,-0.5
1996,53,MIL,Jeff Nordgaard,University of Wisconsin-Green Bay,1,0.278,,0.889,3.7,1.4,1.1,0.2,0,0.043,-6.8,-0.1
1996,54,UTA,Shandon Anderson,University of Georgia,10,0.457,0.316,0.739,22.2,7.4,3.1,1.4,23.6,0.071,-0.8,4.9
1996,56,CLE,Reggie Geary,University of Arizona,2,0.344,0.328,0.493,9.2,2.1,0.8,1.1,0.6,0.032,-3.2,-0.3
1996,57,SEA,Drew Barry,Georgia Institute of Technology,3,0.417,0.381,0.774,10,2.2,1.1,1.9,0.6,0.051,-4.5,-0.4
1997,1,SAS,Tim Duncan,Wake Forest University,19,0.506,0.179,0.696,34,19,10.8,3,206.4,0.209,5.5,89.3
1997,2,PHI,Keith Van Horn,University of Utah,9,0.443,0.361,0.835,31.6,16,6.8,1.6,41.7,0.11,-0.2,8.4
1997,3,BOS,Chauncey Billups,University of Colorado,17,0.415,0.387,0.894,31.6,15.2,2.9,5.4,120.8,0.176,2.5,37.6
1997,4,VAN,Antonio Daniels,Bowling Green State University,13,0.444,0.311,0.793,22.6,7.6,1.8,3.4,47,0.115,-1.2,4.1
1997,5,DEN,Tony Battie,Texas Tech University,14,0.488,0.162,0.69,21.1,6.1,5.1,0.6,36.4,0.099,-1.6,1.9
1997,6,BOS,Ron Mercer,University of Kentucky,8,0.429,0.25,0.808,31.1,13.6,3.1,2.1,9.4,0.034,-3.3,-4.3
1997,7,NJN,Tim Thomas,Villanova University,13,0.437,0.369,0.758,25.9,11.5,4.1,1.5,35.2,0.079,-1,5.4
1997,8,GSW,Adonal Foyle,Colgate University,12,0.477,0,0.499,17.8,4.1,4.7,0.5,18.7,0.069,-0.8,3.9
1997,9,TOR,Tracy McGrady,,15,0.435,0.338,0.746,32.7,19.6,5.6,4.4,97.3,0.152,4.6,50.6
1997,10,MIL,Danny Fortson,University of Cincinnati,10,0.472,0.167,0.785,20.1,8.2,7.2,0.7,22.3,0.121,-3,-2.1
1997,11,SAC,Tariq Abdul-Wahad,San Jose State University,6,0.417,0.237,0.703,20.4,7.8,3.3,1.1,3.5,0.035,-3.2,-1.5
1997,12,IND,Austin Croshere,Providence College,12,0.407,0.34,0.861,17.4,6.8,4,1,27.6,0.115,-0.5,4.3
1997,13,CLE,Derek Anderson,University of Kentucky,11,0.408,0.341,0.853,29.2,12,3.2,3.4,43.9,0.117,0.9,13.3
1997,14,LAC,Maurice Taylor,University of Michigan,9,0.466,0.152,0.711,25,11,4.6,1.2,9.9,0.036,-3.8,-5.9
1997,15,DAL,Kelvin Cato,Iowa State University,10,0.507,0.077,0.644,19.6,5.5,5.3,0.5,28.6,0.129,-0.3,4.6
1997,16,CLE,Brevin Knight,Stanford University,12,0.412,0.134,0.789,24.9,7.3,2.4,6.1,32.6,0.086,-1.1,4.3
1997,17,ORL,Johnny Taylor,University of Tennessee at Chattanooga,3,0.402,0.394,0.718,16,4.7,2.2,0.5,0.1,0.007,-3.5,-0.3
1997,18,POR,Chris Anstey,,3,0.413,0.138,0.755,13.9,5.2,3.4,0.8,2.8,0.062,-2.8,-0.4
1997,19,DET,Scot Pollard,University of Kansas,11,0.494,0,0.709,16.5,4.4,4.6,0.4,26.6,0.153,0.6,5.5
1997,20,MIN,Paul Grant,University of Wisconsin,2,0.448,,0.375,6.9,1.8,1.1,0.2,-0.1,-0.043,-7.8,-0.2
1997,21,NJN,Anthony Parker,Bradley University,9,0.444,0.404,0.794,27.8,9.1,3.2,2.3,24.5,0.085,0.6,9.1
1997,22,ATL,Ed Gray,University of California,2,0.339,0.341,0.814,13.5,6.2,1.2,0.8,0.1,0.009,-6.2,-0.9
1997,23,SEA,Bobby Jackson,University of Minnesota,12,0.417,0.354,0.793,22.2,9.7,3.1,2.6,31.4,0.09,-0.1,7.8
1997,24,HOU,Rodrick Rhodes,University of Southern California,3,0.347,0.2,0.62,17.1,5.3,1.2,1.7,-1.6,-0.064,-6.6,-1.4
1997,25,NYK,John Thomas,University of Minnesota,5,0.502,0,0.591,10.8,2.7,2.1,0.3,3.2,0.067,-3.3,-0.7
1997,26,MIA,Charles Smith,University of New Mexico,5,0.409,0.288,0.606,13.9,5.1,1.4,0.9,1.5,0.036,-1.7,0.2
1997,27,UTA,Jacque Vaughn,University of Kansas,12,0.429,0.352,0.779,16.3,4.5,1.3,2.5,15.4,0.058,-4.2,-7.1
1997,28,CHI,Keith Booth,University of Maryland,2,0.325,0.091,0.563,10,2.9,2.2,0.9,-0.8,-0.08,-6.2,-0.5
1997,31,DET,Charles O'Bannon,"University of California, Los Angeles",2,0.4,0,0.87,8.3,2.5,1.4,0.6,0.6,0.07,-2.8,-0.1
1997,32,DEN,James Cotton,"California State University, Long Beach",2,0.359,0,0.778,4.8,2.6,0.8,0,0,0.008,-14.7,-0.3
1997,33,PHI,Marko Milic,,2,0.56,0.429,0.647,4.9,2.5,0.7,0.3,0.2,0.047,-2.5,0
1997,34,DAL,Bubba Wells,Austin Peay State University,1,0.414,0.167,0.721,10.1,3.3,1.7,0.9,0.1,0.013,-5,-0.3
1997,35,PHI,Kebu Stewart,"California State University, Bakersfield",1,0.462,,0.64,7.3,2.7,2.1,0.1,0.2,0.098,-5.5,-0.1
1997,36,PHI,James Collins,Florida State University,1,0.382,0.45,0.571,4.5,2.6,0.6,0.1,0,0.008,-5.2,-0.1
1997,37,GSW,Marc Jackson,Temple University,7,0.446,0.226,0.814,19.6,8.4,4.3,0.8,13,0.082,-3.6,-3.1
